concentration,MP SET1,MP SET2
0.0196078431372549,42850.60784313725,42850.60784313725
0.0392156862745098,42854.21568627451,42854.21568627451
0.058823529411764705,42857.82352941176,42857.82352941176
0.0784313725490196,42861.43137254902,42861.43137254902
0.09803921568627451,42865.03921568627,42865.03921568627
0.11764705882352941,42868.64705882353,42868.64705882353
0.13725490196078433,42872.25490196078,42872.25490196078
0.1568627450980392,42875.86274509804,42875.86274509804
0.1764705882352941,42879.470588235294,42879.470588235294
0.19607843137254902,42883.07843137255,42883.07843137255
0.21568627450980393,42886.686274509804,42886.686274509804
0.23529411764705882,42890.294117647056,42890.294117647056
0.2549019607843137,42893.901960784315,42893.901960784315
0.27450980392156865,42897.509803921566,42897.509803921566
0.29411764705882354,42901.117647058825,42901.117647058825
0.3137254901960784,42904.72549019608,42904.72549019608
0.3333333333333333,42908.333333333336,42908.333333333336
0.3529411764705882,42911.94117647059,42911.94117647059
0.37254901960784315,42915.549019607846,42915.549019607846
0.39215686274509803,42919.1568627451,42919.1568627451
0.4117647058823529,42922.76470588235,42922.76470588235
0.43137254901960786,42926.37254901961,42926.37254901961
0.45098039215686275,42929.98039215686,42929.98039215686
0.47058823529411764,42933.58823529412,42933.58823529412
0.49019607843137253,42937.19607843137,42937.19607843137
0.5098039215686274,42940.80392156863,42940.80392156863
0.5294117647058824,42944.41176470588,42944.41176470588
0.5490196078431373,42948.01960784314,42948.01960784314
0.5686274509803921,42951.62745098039,42951.62745098039
0.5882352941176471,42955.23529411765,42955.23529411765
0.6078431372549019,42958.8431372549,42958.8431372549
0.6274509803921569,42962.450980392154,42962.450980392154
0.6470588235294118,42966.05882352941,42966.05882352941
0.6666666666666666,42969.666666666664,42969.666666666664
0.6862745098039216,42973.27450980392,42973.27450980392
0.7058823529411764,42976.882352941175,42976.882352941175
0.7254901960784313,42980.490196078434,42980.490196078434
0.7450980392156863,42984.098039215685,42984.098039215685
0.7647058823529411,42987.705882352944,42987.705882352944
0.7843137254901961,42991.313725490196,42991.313725490196
0.803921568627451,42994.92156862745,42994.92156862745
0.8235294117647058,42998.529411764706,42998.529411764706
0.8431372549019608,43002.13725490196,43002.13725490196
0.8627450980392157,43005.74509803922,43005.74509803922
0.8823529411764706,43009.35294117647,43009.35294117647
0.9019607843137255,43012.96078431373,43012.96078431373
0.9215686274509803,43016.56862745098,43016.56862745098
0.9411764705882353,43020.17647058824,43020.17647058824
0.9607843137254902,43023.78431372549,43023.78431372549
0.9803921568627451,43027.39215686275,43027.39215686275
1.0784313725490196,43013.80392156863,43013.80392156863
1.156862745098039,42996.60784313725,42996.60784313725
1.2352941176470589,42979.41176470588,42979.41176470588
1.3137254901960784,42962.21568627451,42962.21568627451
1.392156862745098,42945.01960784314,42945.01960784314
1.4705882352941178,42927.82352941176,42927.82352941176
1.5490196078431373,42910.62745098039,42910.62745098039
1.6274509803921569,42893.43137254902,42893.43137254902
1.7058823529411764,42876.23529411765,42876.23529411765
1.784313725490196,42859.03921568627,42859.03921568627
1.8627450980392157,42841.8431372549,42841.8431372549
1.9411764705882353,42824.64705882353,42824.64705882353
2.019607843137255,42807.450980392154,42807.450980392154
2.0980392156862746,42790.25490196078,42790.25490196078
2.1764705882352944,42773.05882352941,42773.05882352941
2.2549019607843137,42755.86274509804,42755.86274509804
2.333333333333333,42738.666666666664,42738.666666666664
2.411764705882353,42721.470588235294,42721.470588235294
2.4901960784313726,42704.27450980392,42704.27450980392
2.568627450980392,42687.07843137255,42687.07843137255
2.6470588235294117,42669.882352941175,42669.882352941175
2.7254901960784315,42652.686274509804,42652.686274509804
2.803921568627451,42635.490196078434,42635.490196078434
2.8823529411764706,42618.294117647056,42618.294117647056
2.9607843137254903,42601.098039215685,42601.098039215685
3.0392156862745097,42583.901960784315,42583.901960784315
3.1176470588235294,42566.705882352944,42566.705882352944
3.196078431372549,42549.509803921566,42549.509803921566
3.2745098039215685,42532.313725490196,42532.313725490196
3.3529411764705883,42515.117647058825,42515.117647058825
3.4313725490196076,42497.921568627455,42497.921568627455
3.5098039215686274,42480.72549019608,42480.72549019608
3.588235294117647,42463.529411764706,42463.529411764706
3.6666666666666665,42446.333333333336,42446.333333333336
3.7450980392156863,42429.13725490196,42429.13725490196
3.8235294117647056,42411.94117647059,42411.94117647059
3.9019607843137254,42394.74509803922,42394.74509803922
3.980392156862745,42377.549019607846,42377.549019607846
4.0588235294117645,42360.35294117647,42360.35294117647
4.137254901960784,42343.1568627451,42343.1568627451
4.215686274509804,42325.96078431373,42325.96078431373
4.294117647058823,42308.76470588235,42308.76470588235
4.372549019607844,42291.56862745098,42291.56862745098
4.450980392156863,42274.37254901961,42274.37254901961
4.529411764705882,42257.17647058824,42257.17647058824
4.607843137254902,42239.98039215686,42239.98039215686
4.686274509803921,42222.78431372549,42222.78431372549
4.764705882352941,42205.58823529412,42205.58823529412
4.843137254901961,42188.39215686275,42188.39215686275
4.921568627450981,42171.19607843137,42171.19607843137
5.098039215686274,42127.43137254902,42127.43137254902
5.196078431372549,42100.86274509804,42100.86274509804
5.294117647058823,42074.294117647056,42074.294117647056
5.392156862745098,42047.72549019608,42047.72549019608
5.490196078431373,42021.1568627451,42021.1568627451
5.588235294117647,41994.58823529412,41994.58823529412
5.686274509803922,41968.01960784314,41968.01960784314
5.784313725490196,41941.450980392154,41941.450980392154
5.882352941176471,41914.882352941175,41914.882352941175
5.980392156862745,41888.313725490196,41888.313725490196
6.078431372549019,41861.74509803922,41861.74509803922
6.176470588235294,41835.17647058824,41835.17647058824
6.2745098039215685,41808.60784313725,41808.60784313725
6.372549019607844,41782.03921568627,41782.03921568627
6.470588235294118,41755.470588235294,41755.470588235294
6.568627450980392,41728.901960784315,41728.901960784315
6.666666666666667,41702.333333333336,41702.333333333336
6.764705882352941,41675.76470588235,41675.76470588235
6.862745098039216,41649.19607843137,41649.19607843137
6.96078431372549,41622.62745098039,41622.62745098039
7.0588235294117645,41596.05882352941,41596.05882352941
7.156862745098039,41569.490196078434,41569.490196078434
7.254901960784314,41542.92156862745,41542.92156862745
7.352941176470589,41516.35294117647,41516.35294117647
7.450980392156863,41489.78431372549,41489.78431372549
7.549019607843137,41463.21568627451,41463.21568627451
7.647058823529411,41436.64705882353,41436.64705882353
7.745098039215686,41410.078431372545,41410.078431372545
7.843137254901961,41383.509803921566,41383.509803921566
7.9411764705882355,41356.94117647059,41356.94117647059
8.03921568627451,41330.37254901961,41330.37254901961
8.137254901960784,41303.80392156863,41303.80392156863
8.235294117647058,41277.23529411765,41277.23529411765
8.333333333333334,41250.666666666664,41250.666666666664
8.431372549019608,41224.098039215685,41224.098039215685
8.529411764705882,41197.529411764706,41197.529411764706
8.627450980392156,41170.96078431373,41170.96078431373
8.725490196078432,41144.39215686275,41144.39215686275
8.823529411764707,41117.82352941176,41117.82352941176
8.92156862745098,41091.25490196078,41091.25490196078
9.019607843137255,41064.686274509804,41064.686274509804
9.117647058823529,41038.117647058825,41038.117647058825
9.215686274509803,41011.549019607846,41011.549019607846
9.313725490196077,40984.98039215686,40984.98039215686
9.411764705882353,40958.41176470588,40958.41176470588
9.509803921568627,40931.8431372549,40931.8431372549
9.607843137254902,40905.27450980392,40905.27450980392
9.705882352941178,40878.705882352944,40878.705882352944
9.803921568627452,40852.13725490196,40852.13725490196
9.901960784313726,40825.56862745098,40825.56862745098
10.098039215686274,40771.82352941176,40771.82352941176
10.196078431372548,40744.64705882353,40744.64705882353
10.294117647058824,40717.470588235294,40717.470588235294
10.392156862745098,40690.294117647056,40690.294117647056
10.490196078431373,40663.117647058825,40663.117647058825
10.588235294117647,40635.94117647059,40635.94117647059
10.686274509803921,40608.76470588235,40608.76470588235
10.784313725490197,40581.58823529412,40581.58823529412
10.882352941176471,40554.41176470588,40554.41176470588
10.980392156862745,40527.23529411765,40527.23529411765
11.07843137254902,40500.05882352941,40500.05882352941
11.176470588235293,40472.882352941175,40472.882352941175
11.274509803921568,40445.705882352944,40445.705882352944
11.372549019607844,40418.529411764706,40418.529411764706
11.470588235294118,40391.35294117647,40391.35294117647
11.568627450980392,40364.17647058824,40364.17647058824
11.666666666666666,40337.0,40337.0
11.764705882352942,40309.82352941176,40309.82352941176
11.862745098039216,40282.64705882353,40282.64705882353
11.96078431372549,40255.470588235294,40255.470588235294
12.058823529411764,40228.294117647056,40228.294117647056
12.156862745098039,40201.117647058825,40201.117647058825
12.254901960784313,40173.94117647059,40173.94117647059
12.352941176470589,40146.76470588235,40146.76470588235
12.450980392156863,40119.58823529412,40119.58823529412
12.549019607843137,40092.41176470588,40092.41176470588
12.647058823529411,40065.23529411765,40065.23529411765
12.745098039215687,40038.05882352941,40038.05882352941
12.843137254901961,40010.882352941175,40010.882352941175
12.941176470588236,39983.705882352944,39983.705882352944
13.03921568627451,39956.529411764706,39956.529411764706
13.137254901960784,39929.35294117647,39929.35294117647
13.235294117647058,39902.17647058824,39902.17647058824
13.333333333333334,39875.0,39875.0
13.431372549019608,39847.82352941176,39847.82352941176
13.529411764705882,39820.64705882353,39820.64705882353
13.627450980392156,39793.470588235294,39793.470588235294
13.725490196078432,39766.294117647056,39766.294117647056
13.823529411764707,39739.117647058825,39739.117647058825
13.92156862745098,39711.94117647059,39711.94117647059
14.019607843137255,39684.76470588235,39684.76470588235
14.117647058823529,39657.58823529412,39657.58823529412
14.215686274509803,39630.41176470588,39630.41176470588
14.313725490196077,39603.23529411765,39603.23529411765
14.411764705882353,39576.05882352941,39576.05882352941
14.509803921568627,39548.882352941175,39548.882352941175
14.607843137254902,39521.705882352944,39521.705882352944
14.705882352941178,39494.529411764706,39494.529411764706
14.803921568627452,39467.35294117647,39467.35294117647
14.901960784313726,39440.17647058824,39440.17647058824
15.098039215686274,39387.19607843137,39387.19607843137
15.196078431372548,39361.39215686275,39361.39215686275
15.294117647058824,39335.58823529412,39335.58823529412
15.392156862745098,39309.78431372549,39309.78431372549
15.490196078431373,39283.98039215686,39283.98039215686
15.588235294117647,39258.17647058824,39258.17647058824
15.686274509803921,39232.37254901961,39232.37254901961
15.784313725490197,39206.56862745098,39206.56862745098
15.882352941176471,39180.76470588235,39180.76470588235
15.980392156862745,39154.96078431373,39154.96078431373
16.07843137254902,39129.1568627451,39129.1568627451
16.176470588235293,39103.35294117647,39103.35294117647
16.274509803921568,39077.549019607846,39077.549019607846
16.372549019607842,39051.74509803922,39051.74509803922
16.470588235294116,39025.94117647059,39025.94117647059
16.568627450980394,39000.13725490196,39000.13725490196
16.666666666666668,38974.333333333336,38974.333333333336
16.764705882352942,38948.529411764706,38948.529411764706
16.862745098039216,38922.72549019608,38922.72549019608
16.96078431372549,38896.92156862745,38896.92156862745
17.058823529411764,38871.117647058825,38871.117647058825
17.15686274509804,38845.313725490196,38845.313725490196
17.254901960784313,38819.509803921566,38819.509803921566
17.352941176470587,38793.705882352944,38793.705882352944
17.450980392156865,38767.901960784315,38767.901960784315
17.549019607843135,38742.098039215685,38742.098039215685
17.647058823529413,38716.294117647056,38716.294117647056
17.745098039215687,38690.490196078434,38690.490196078434
17.84313725490196,38664.686274509804,38664.686274509804
17.941176470588236,38638.882352941175,38638.882352941175
18.03921568627451,38613.078431372545,38613.078431372545
18.137254901960784,38587.27450980392,38587.27450980392
18.235294117647058,38561.470588235294,38561.470588235294
18.333333333333332,38535.666666666664,38535.666666666664
18.431372549019606,38509.86274509804,38509.86274509804
18.529411764705884,38484.05882352941,38484.05882352941
18.627450980392158,38458.25490196078,38458.25490196078
18.725490196078432,38432.450980392154,38432.450980392154
18.823529411764707,38406.64705882353,38406.64705882353
18.92156862745098,38380.8431372549,38380.8431372549
19.019607843137255,38355.03921568627,38355.03921568627
19.11764705882353,38329.23529411765,38329.23529411765
19.215686274509803,38303.43137254902,38303.43137254902
19.313725490196077,38277.62745098039,38277.62745098039
19.411764705882355,38251.82352941176,38251.82352941176
19.509803921568626,38226.01960784314,38226.01960784314
19.607843137254903,38200.21568627451,38200.21568627451
19.705882352941178,38174.41176470588,38174.41176470588
19.80392156862745,38148.60784313725,38148.60784313725
19.901960784313726,38122.80392156863,38122.80392156863
20.098039215686274,38062.529411764706,38062.529411764706
20.19607843137255,38028.05882352941,38028.05882352941
20.294117647058822,37993.58823529412,37993.58823529412
20.392156862745097,37959.117647058825,37959.117647058825
20.49019607843137,37924.64705882353,37924.64705882353
20.58823529411765,37890.17647058824,37890.17647058824
20.686274509803923,37855.705882352944,37855.705882352944
20.784313725490197,37821.23529411765,37821.23529411765
20.88235294117647,37786.76470588235,37786.76470588235
20.980392156862745,37752.294117647056,37752.294117647056
21.07843137254902,37717.82352941176,37717.82352941176
21.176470588235293,37683.35294117647,37683.35294117647
21.274509803921568,37648.882352941175,37648.882352941175
21.372549019607842,37614.41176470588,37614.41176470588
21.470588235294116,37579.94117647059,37579.94117647059
21.568627450980394,37545.470588235294,37545.470588235294
21.666666666666668,37511.0,37511.0
21.764705882352942,37476.529411764706,37476.529411764706
21.862745098039216,37442.05882352941,37442.05882352941
21.96078431372549,37407.58823529412,37407.58823529412
22.058823529411764,37373.117647058825,37373.117647058825
22.15686274509804,37338.64705882353,37338.64705882353
22.254901960784313,37304.17647058824,37304.17647058824
22.352941176470587,37269.705882352944,37269.705882352944
22.450980392156865,37235.23529411765,37235.23529411765
22.549019607843135,37200.76470588235,37200.76470588235
22.647058823529413,37166.294117647056,37166.294117647056
22.745098039215687,37131.82352941176,37131.82352941176
22.84313725490196,37097.35294117647,37097.35294117647
22.941176470588236,37062.882352941175,37062.882352941175
23.03921568627451,37028.41176470588,37028.41176470588
23.137254901960784,36993.94117647059,36993.94117647059
23.235294117647058,36959.470588235294,36959.470588235294
23.333333333333332,36925.0,36925.0
23.431372549019606,36890.529411764706,36890.529411764706
23.529411764705884,36856.05882352941,36856.05882352941
23.627450980392158,36821.58823529412,36821.58823529412
23.725490196078432,36787.117647058825,36787.117647058825
23.823529411764707,36752.64705882353,36752.64705882353
23.92156862745098,36718.17647058824,36718.17647058824
24.019607843137255,36683.705882352944,36683.705882352944
24.11764705882353,36649.23529411765,36649.23529411765
24.215686274509803,36614.76470588235,36614.76470588235
24.313725490196077,36580.294117647056,36580.294117647056
24.411764705882355,36545.82352941176,36545.82352941176
24.509803921568626,36511.35294117647,36511.35294117647
24.607843137254903,36476.882352941175,36476.882352941175
24.705882352941178,36442.41176470588,36442.41176470588
24.80392156862745,36407.94117647059,36407.94117647059
24.901960784313726,36373.470588235294,36373.470588235294
25.098039215686274,36310.0,36310.0
25.19607843137255,36281.0,36281.0
25.294117647058822,36252.0,36252.0
25.392156862745097,36223.0,36223.0
25.49019607843137,36194.0,36194.0
25.58823529411765,36165.0,36165.0
25.686274509803923,36136.0,36136.0
25.784313725490197,36107.0,36107.0
25.88235294117647,36078.0,36078.0
25.980392156862745,36049.0,36049.0
26.07843137254902,36020.0,36020.0
26.176470588235293,35991.0,35991.0
26.274509803921568,35962.0,35962.0
26.372549019607842,35933.0,35933.0
26.470588235294116,35904.0,35904.0
26.568627450980394,35875.0,35875.0
26.666666666666668,35846.0,35846.0
26.764705882352942,35817.0,35817.0
26.862745098039216,35788.0,35788.0
26.96078431372549,35759.0,35759.0
27.058823529411764,35730.0,35730.0
27.15686274509804,35701.0,35701.0
27.254901960784313,35672.0,35672.0
27.352941176470587,35643.0,35643.0
27.450980392156865,35614.0,35614.0
27.549019607843135,35585.0,35585.0
27.647058823529413,35556.0,35556.0
27.745098039215687,35527.0,35527.0
27.84313725490196,35498.0,35498.0
27.941176470588236,35469.0,35469.0
28.03921568627451,35440.0,35440.0
28.137254901960784,35411.0,35411.0
28.235294117647058,35382.0,35382.0
28.333333333333332,35353.0,35353.0
28.431372549019606,35324.0,35324.0
28.529411764705884,35295.0,35295.0
28.627450980392158,35266.0,35266.0
28.725490196078432,35237.0,35237.0
28.823529411764707,35208.0,35208.0
28.92156862745098,35179.0,35179.0
29.019607843137255,35150.0,35150.0
29.11764705882353,35121.0,35121.0
29.215686274509803,35092.0,35092.0
29.313725490196077,35063.0,35063.0
29.411764705882355,35034.0,35034.0
29.509803921568626,35005.0,35005.0
29.607843137254903,34976.0,34976.0
29.705882352941178,34947.0,34947.0
29.80392156862745,34918.0,34918.0
29.901960784313726,34889.0,34889.0
30.098039215686274,34838.450980392154,34838.450980392154
30.19607843137255,34816.901960784315,34816.901960784315
30.294117647058822,34795.35294117647,34795.35294117647
30.392156862745097,34773.80392156863,34773.80392156863
30.49019607843137,34752.25490196078,34752.25490196078
30.58823529411765,34730.705882352944,34730.705882352944
30.686274509803923,34709.1568627451,34709.1568627451
30.784313725490197,34687.60784313725,34687.60784313725
30.88235294117647,34666.05882352941,34666.05882352941
30.980392156862745,34644.509803921566,34644.509803921566
31.07843137254902,34622.96078431373,34622.96078431373
31.176470588235293,34601.41176470588,34601.41176470588
31.274509803921568,34579.86274509804,34579.86274509804
31.372549019607842,34558.313725490196,34558.313725490196
31.470588235294116,34536.76470588235,34536.76470588235
31.568627450980394,34515.21568627451,34515.21568627451
31.666666666666668,34493.666666666664,34493.666666666664
31.764705882352942,34472.117647058825,34472.117647058825
31.862745098039216,34450.56862745098,34450.56862745098
31.96078431372549,34429.01960784314,34429.01960784314
32.05882352941177,34407.470588235294,34407.470588235294
32.15686274509804,34385.92156862745,34385.92156862745
32.254901960784316,34364.37254901961,34364.37254901961
32.35294117647059,34342.82352941176,34342.82352941176
32.450980392156865,34321.27450980392,34321.27450980392
32.549019607843135,34299.72549019608,34299.72549019608
32.64705882352941,34278.17647058824,34278.17647058824
32.745098039215684,34256.62745098039,34256.62745098039
32.84313725490196,34235.078431372545,34235.078431372545
32.94117647058823,34213.529411764706,34213.529411764706
33.03921568627451,34191.98039215686,34191.98039215686
33.13725490196079,34170.43137254902,34170.43137254902
33.23529411764706,34148.882352941175,34148.882352941175
33.333333333333336,34127.333333333336,34127.333333333336
33.431372549019606,34105.78431372549,34105.78431372549
33.529411764705884,34084.23529411765,34084.23529411765
33.627450980392155,34062.686274509804,34062.686274509804
33.72549019607843,34041.13725490196,34041.13725490196
33.8235294117647,34019.58823529412,34019.58823529412
33.92156862745098,33998.03921568627,33998.03921568627
34.01960784313725,33976.490196078434,33976.490196078434
34.11764705882353,33954.94117647059,33954.94117647059
34.21568627450981,33933.39215686275,33933.39215686275
34.31372549019608,33911.8431372549,33911.8431372549
34.411764705882355,33890.294117647056,33890.294117647056
34.509803921568626,33868.74509803922,33868.74509803922
34.6078431372549,33847.19607843137,33847.19607843137
34.705882352941174,33825.64705882353,33825.64705882353
34.80392156862745,33804.098039215685,33804.098039215685
34.90196078431373,33782.549019607846,33782.549019607846
35.09803921568628,33728.450980392154,33728.450980392154
35.19607843137255,33695.901960784315,33695.901960784315
35.294117647058826,33663.35294117647,33663.35294117647
35.3921568627451,33630.80392156863,33630.80392156863
35.490196078431374,33598.25490196078,33598.25490196078
35.588235294117645,33565.705882352944,33565.705882352944
35.68627450980392,33533.1568627451,33533.1568627451
35.78431372549019,33500.60784313725,33500.60784313725
35.88235294117647,33468.05882352941,33468.05882352941
35.98039215686274,33435.509803921566,33435.509803921566
36.07843137254902,33402.96078431373,33402.96078431373
36.1764705882353,33370.41176470588,33370.41176470588
36.27450980392157,33337.86274509804,33337.86274509804
36.372549019607845,33305.313725490196,33305.313725490196
36.470588235294116,33272.76470588235,33272.76470588235
36.568627450980394,33240.21568627451,33240.21568627451
36.666666666666664,33207.666666666664,33207.666666666664
36.76470588235294,33175.117647058825,33175.117647058825
36.86274509803921,33142.56862745098,33142.56862745098
36.96078431372549,33110.01960784314,33110.01960784314
37.05882352941177,33077.470588235294,33077.470588235294
37.15686274509804,33044.921568627455,33044.921568627455
37.254901960784316,33012.37254901961,33012.37254901961
37.35294117647059,32979.82352941176,32979.82352941176
37.450980392156865,32947.27450980392,32947.27450980392
37.549019607843135,32914.72549019608,32914.72549019608
37.64705882352941,32882.17647058824,32882.17647058824
37.745098039215684,32849.62745098039,32849.62745098039
37.84313725490196,32817.07843137255,32817.07843137255
37.94117647058823,32784.529411764706,32784.529411764706
38.03921568627451,32751.980392156864,32751.980392156864
38.13725490196079,32719.43137254902,32719.43137254902
38.23529411764706,32686.882352941175,32686.882352941175
38.333333333333336,32654.333333333332,32654.333333333332
38.431372549019606,32621.78431372549,32621.78431372549
38.529411764705884,32589.235294117647,32589.235294117647
38.627450980392155,32556.686274509804,32556.686274509804
38.72549019607843,32524.13725490196,32524.13725490196
38.8235294117647,32491.58823529412,32491.58823529412
38.92156862745098,32459.039215686273,32459.039215686273
39.01960784313725,32426.49019607843,32426.49019607843
39.11764705882353,32393.941176470587,32393.941176470587
39.21568627450981,32361.392156862745,32361.392156862745
39.31372549019608,32328.843137254902,32328.843137254902
39.411764705882355,32296.29411764706,32296.29411764706
39.509803921568626,32263.745098039217,32263.745098039217
39.6078431372549,32231.196078431374,32231.196078431374
39.705882352941174,32198.647058823528,32198.647058823528
39.80392156862745,32166.098039215685,32166.098039215685
39.90196078431373,32133.549019607843,32133.549019607843
40.09803921568628,32076.686274509804,32076.686274509804
40.19607843137255,32052.37254901961,32052.37254901961
40.294117647058826,32028.058823529413,32028.058823529413
40.3921568627451,32003.745098039217,32003.745098039217
40.490196078431374,31979.43137254902,31979.43137254902
40.588235294117645,31955.117647058825,31955.117647058825
40.68627450980392,31930.803921568626,31930.803921568626
40.78431372549019,31906.49019607843,31906.49019607843
40.88235294117647,31882.176470588234,31882.176470588234
40.98039215686274,31857.86274509804,31857.86274509804
41.07843137254902,31833.549019607843,31833.549019607843
41.1764705882353,31809.235294117647,31809.235294117647
41.27450980392157,31784.92156862745,31784.92156862745
41.372549019607845,31760.607843137255,31760.607843137255
41.470588235294116,31736.29411764706,31736.29411764706
41.568627450980394,31711.980392156864,31711.980392156864
41.666666666666664,31687.666666666668,31687.666666666668
41.76470588235294,31663.352941176472,31663.352941176472
41.86274509803921,31639.039215686276,31639.039215686276
41.96078431372549,31614.725490196077,31614.725490196077
42.05882352941177,31590.41176470588,31590.41176470588
42.15686274509804,31566.098039215685,31566.098039215685
42.254901960784316,31541.78431372549,31541.78431372549
42.35294117647059,31517.470588235294,31517.470588235294
42.450980392156865,31493.156862745098,31493.156862745098
42.549019607843135,31468.843137254902,31468.843137254902
42.64705882352941,31444.529411764706,31444.529411764706
42.745098039215684,31420.21568627451,31420.21568627451
42.84313725490196,31395.901960784315,31395.901960784315
42.94117647058823,31371.58823529412,31371.58823529412
43.03921568627451,31347.274509803923,31347.274509803923
43.13725490196079,31322.960784313727,31322.960784313727
43.23529411764706,31298.647058823528,31298.647058823528
43.333333333333336,31274.333333333332,31274.333333333332
43.431372549019606,31250.019607843136,31250.019607843136
43.529411764705884,31225.70588235294,31225.70588235294
43.627450980392155,31201.392156862745,31201.392156862745
43.72549019607843,31177.07843137255,31177.07843137255
43.8235294117647,31152.764705882353,31152.764705882353
43.92156862745098,31128.450980392157,31128.450980392157
44.01960784313725,31104.13725490196,31104.13725490196
44.11764705882353,31079.823529411766,31079.823529411766
44.21568627450981,31055.50980392157,31055.50980392157
44.31372549019608,31031.196078431374,31031.196078431374
44.411764705882355,31006.882352941175,31006.882352941175
44.509803921568626,30982.56862745098,30982.56862745098
44.6078431372549,30958.254901960783,30958.254901960783
44.705882352941174,30933.941176470587,30933.941176470587
44.80392156862745,30909.62745098039,30909.62745098039
44.90196078431373,30885.313725490196,30885.313725490196
45.09803921568628,30833.352941176472,30833.352941176472
45.19607843137255,30805.70588235294,30805.70588235294
45.294117647058826,30778.058823529413,30778.058823529413
45.3921568627451,30750.41176470588,30750.41176470588
45.490196078431374,30722.764705882353,30722.764705882353
45.588235294117645,30695.117647058825,30695.117647058825
45.68627450980392,30667.470588235294,30667.470588235294
45.78431372549019,30639.823529411766,30639.823529411766
45.88235294117647,30612.176470588234,30612.176470588234
45.98039215686274,30584.529411764706,30584.529411764706
46.07843137254902,30556.882352941175,30556.882352941175
46.1764705882353,30529.235294117647,30529.235294117647
46.27450980392157,30501.58823529412,30501.58823529412
46.372549019607845,30473.941176470587,30473.941176470587
46.470588235294116,30446.29411764706,30446.29411764706
46.568627450980394,30418.647058823528,30418.647058823528
46.666666666666664,30391.0,30391.0
46.76470588235294,30363.352941176472,30363.352941176472
46.86274509803921,30335.70588235294,30335.70588235294
46.96078431372549,30308.058823529413,30308.058823529413
47.05882352941177,30280.41176470588,30280.41176470588
47.15686274509804,30252.764705882353,30252.764705882353
47.254901960784316,30225.117647058825,30225.117647058825
47.35294117647059,30197.470588235294,30197.470588235294
47.450980392156865,30169.823529411766,30169.823529411766
47.549019607843135,30142.176470588234,30142.176470588234
47.64705882352941,30114.529411764706,30114.529411764706
47.745098039215684,30086.882352941175,30086.882352941175
47.84313725490196,30059.235294117647,30059.235294117647
47.94117647058823,30031.58823529412,30031.58823529412
48.03921568627451,30003.941176470587,30003.941176470587
48.13725490196079,29976.29411764706,29976.29411764706
